Family,Species,French Name,Latin Name,Species Code,Num
"Bitterns, Herons, and Allies (Ardeidae)",Snowy Egret,Aigrette neigeuse,Egretta thula,SNEG,1
"Bitterns, Herons, and Allies (Ardeidae)",Little Blue Heron,Aigrette bleue,Egretta caerulea,LBHE,1
"Bitterns, Herons, and Allies (Ardeidae)",Tricolored Heron,Aigrette tricolore,Egretta tricolor,TRHE,1
"Bitterns, Herons, and Allies (Ardeidae)",Cattle Egret,Héron garde-boeufs,Bubulcus ibis,CAEG,1
"Bitterns, Herons, and Allies (Ardeidae)",Green Heron,Héron vert,Butorides virescens,GRHE,1
"Bitterns, Herons, and Allies (Ardeidae)",Black-crowned Night-Heron,Bihoreau gris,Nycticorax nycticorax,BCNH,1
"Bitterns, Herons, and Allies (Ardeidae)",Yellow-crowned Night-Heron,Bihoreau violacé,Nyctanassa violacea,YCNH,1
Ibises and Spoonbills (Threskiornithidae),Glossy Ibis,Ibis falcinelle,Plegadis falcinellus,GLIB,1
Ibises and Spoonbills (Threskiornithidae),White-faced Ibis,Ibis à face blanche,Plegadis chihi,WFIB,1
Ibises and Spoonbills (Threskiornithidae),Roseate Spoonbill,Spatule rosée,Platalea ajaja,ROSP,1
Ospreys (Pandionidae),Osprey,Balbuzard pêcheur,Pandion haliaetus,OSPR,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",White-tailed Kite,Élanion à queue blanche,Elanus leucurus,WTKI,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Swallow-tailed Kite,Naucler à queue fourchue,Elanoides forficatus,STKI,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Golden Eagle,Aigle royal,Aquila chrysaetos,GOEA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Northern Harrier,Busard des marais,Circus hudsonius,NOHA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Sharp-shinned Hawk,Épervier brun,Accipiter striatus,SSHA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Cooper's Hawk,Épervier de Cooper,Accipiter cooperii,COHA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Northern Goshawk,Autour des palombes,Accipiter gentilis,NOGO,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Bald Eagle,Pygargue à tête blanche,Haliaeetus leucocephalus,BAEA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Mississippi Kite,Milan du Mississippi,Ictinia mississippiensis,MIKI,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Snail Kite,Milan des marais,Rostrhamus sociabilis,SNKI,2
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Common Black Hawk,Buse noire,Buteogallus anthracinus,COBH,2
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Harris's Hawk,Buse de Harris,Parabuteo unicinctus,HASH,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Gray Hawk,Buse grise,Buteo plagiatus,GRHA,2
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Red-shouldered Hawk,Buse à épaulettes,Buteo lineatus,RSHA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Broad-winged Hawk,Petite Buse,Buteo platypterus,BWHA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Swainson's Hawk,Buse de Swainson,Buteo swainsoni,SWHA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Zone-tailed Hawk,Buse à queue barrée,Buteo albonotatus,ZTHA,2
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Red-tailed Hawk,Buse à queue rousse,Buteo jamaicensis,RTHA,1
"Hawks, Kites, Eagles, and Allies (Accipitridae)",Rough-legged Hawk,Buse pattue,Buteo lagopus,RLHA,1
Barn Owls (Tytonidae),Barn Owl,Effraie des clochers,Tyto alba,BANO,1
Typical Owls (Strigidae),Flammulated Owl,Petit-duc nain,Psiloscops flammeolus,FLOW,2
Typical Owls (Strigidae),Whiskered Screech-Owl,Petit-duc à moustaches,Megascops trichopsis,WHSO,2
Typical Owls (Strigidae),Western Screech-Owl,Petit-duc des montagnes,Megascops kennicottii,WESO,1
Typical Owls (Strigidae),Eastern Screech-Owl,Petit-duc maculé,Megascops asio,EASO,1
Typical Owls (Strigidae),Great Horned Owl,Grand-duc d'Amérique,Bubo virginianus,GHOW,1
Typical Owls (Strigidae),Snowy Owl,Harfang des neiges,Bubo scandiacus,SNOW,2
Typical Owls (Strigidae),Northern Hawk Owl,Chouette épervière,Surnia ulula,NHOW,2
Typical Owls (Strigidae),Northern Pygmy-Owl,Chevêchette naine,Glaucidium gnoma,NOPO,2
Typical Owls (Strigidae),Elf Owl,Chevêchette des saguaros,Micrathene whitneyi,ELOW,2
Typical Owls (Strigidae),Burrowing Owl,Chevêche des terriers,Athene cunicularia,BUOW,1
Typical Owls (Strigidae),Spotted Owl,Chouette tachetée,Strix occidentalis,SPOW,2
Typical Owls (Strigidae),Barred Owl,Chouette rayée,Strix varia,BADO,1
Typical Owls (Strigidae),Great Gray Owl,Chouette lapone,Strix nebulosa,GGOW,2
Typical Owls (Strigidae),Long-eared Owl,Hibou moyen-duc,Asio otus,LEOW,2
Typical Owls (Strigidae),Short-eared Owl,Hibou des marais,Asio flammeus,SEOW,1
Typical Owls (Strigidae),Boreal Owl,Nyctale de Tengmalm,Aegolius funereus,BOOW,2
Typical Owls (Strigidae),Northern Saw-whet Owl,Petite Nyctale,Aegolius acadicus,NSWO,2
Kingfishers (Alcedinidae),Ringed Kingfisher,Martin-pêcheur à ventre roux,Megaceryle torquata,RIKI,2
Kingfishers (Alcedinidae),Belted Kingfisher,Martin-pêcheur d'Amérique,Megaceryle alcyon,BEKI,1
Kingfishers (Alcedinidae),Green Kingfisher,Martin-pêcheur vert,Chloroceryle americana,GKIN,2
Woodpeckers and Allies (Picidae),Lewis's Woodpecker,Pic de Lewis,Melanerpes lewis,LEWO,1
Woodpeckers and Allies (Picidae),Red-headed Woodpecker,Pic à tête rouge,Melanerpes erythrocephalus,RHWO,1
Woodpeckers and Allies (Picidae),Acorn Woodpecker,Pic glandivore,Melanerpes formicivorus,ACWO,1
Woodpeckers and Allies (Picidae),Gila Woodpecker,Pic des saguaros,Melanerpes uropygialis,GIWO,1
Woodpeckers and Allies (Picidae),Golden-fronted Woodpecker,Pic à front doré,Melanerpes aurifrons,GFWO,1
Woodpeckers and Allies (Picidae),Red-bellied Woodpecker,Pic à ventre roux,Melanerpes carolinus,RBWO,1
Woodpeckers and Allies (Picidae),Williamson's Sapsucker,Pic de Williamson,Sphyrapicus thyroideus,WISA,1
Woodpeckers and Allies (Picidae),Yellow-bellied Sapsucker,Pic maculé,Sphyrapicus varius,YBSA,1
Woodpeckers and Allies (Picidae),Red-naped Sapsucker,Pic à nuque rouge,Sphyrapicus nuchalis,RNSA,1
Woodpeckers and Allies (Picidae),Red-breasted Sapsucker,Pic à poitrine rouge,Sphyrapicus ruber,RBSA,1
Woodpeckers and Allies (Picidae),American Three-toed Woodpecker,Pic à dos rayé,Picoides dorsalis,ATTW,2
Woodpeckers and Allies (Picidae),Black-backed Woodpecker,Pic à dos noir,Picoides arcticus,BBWO,2
Woodpeckers and Allies (Picidae),Downy Woodpecker,Pic mineur,Dryobates pubescens,DOWO,1
Woodpeckers and Allies (Picidae),Nuttall's Woodpecker,Pic de Nuttall,Dryobates nuttallii,NUWO,1
Woodpeckers and Allies (Picidae),Ladder-backed Woodpecker,Pic arlequin,Dryobates scalaris,LBWO,1
Woodpeckers and Allies (Picidae),Red-cockaded Woodpecker,Pic à face blanche,Dryobates borealis,RCWO,2
Woodpeckers and Allies (Picidae),Hairy Woodpecker,Pic chevelu,Dryobates villosus,HAWO,1
Woodpeckers and Allies (Picidae),White-headed Woodpecker,Pic à tête blanche,Dryobates albolarvatus,WHWO,1
Woodpeckers and Allies (Picidae),Arizona Woodpecker,Pic d'Arizona,Dryobates arizonae,ARWO,2
Woodpeckers and Allies (Picidae),Northern Flicker,Pic flamboyant,Colaptes auratus,NOFL,1
Woodpeckers and Allies (Picidae),Gilded Flicker,Pic chrysoïde,Colaptes chrysoides,GIFL,2
Woodpeckers and Allies (Picidae),Pileated Woodpecker,Grand Pic,Dryocopus pileatus,PIWO,1
Caracaras and Falcons (Falconidae),American Kestrel,Crécerelle d'Amérique,Falco sparverius,AMKE,1
Caracaras and Falcons (Falconidae),Merlin,Faucon émerillon,Falco columbarius,MERL,1
Caracaras and Falcons (Falconidae),Gyrfalcon,Faucon gerfaut,Falco rusticolus,GYRF,2
Caracaras and Falcons (Falconidae),Peregrine Falcon,Faucon pèlerin,Falco peregrinus,PEFA,1
Caracaras and Falcons (Falconidae),Prairie Falcon,Faucon des prairies,Falco mexicanus,PRFA,1
"Parakeets, Macaws, and Parrots (Psittacidae)",Monk Parakeet,Conure veuve,Myiopsitta monachus,MOPA,2
"Parakeets, Macaws, and Parrots (Psittacidae)",Red-crowned Parrot,Amazone à joues vertes,Amazona viridigenalis,RCPA,2
Tyrant Flycatchers (Tyrannidae),Northern Beardless-Tyrannulet,Tyranneau imberbe,Camptostoma imberbe,NOBT,2
Tyrant Flycatchers (Tyrannidae),Dusky-capped Flycatcher,Tyran olivâtre,Myiarchus tuberculifer,DCFL,2
Tyrant Flycatchers (Tyrannidae),Ash-throated Flycatcher,Tyran à gorge cendrée,Myiarchus cinerascens,ATFL,1
Tyrant Flycatchers (Tyrannidae),Great Crested Flycatcher,Tyran huppé,Myiarchus crinitus,GCFL,1
Tyrant Flycatchers (Tyrannidae),Brown-crested Flycatcher,Tyran de Wied,Myiarchus tyrannulus,BCFL,1
Tyrant Flycatchers (Tyrannidae),Tropical Kingbird,Tyran mélancolique,Tyrannus melancholicus,TRKI,2
Tyrant Flycatchers (Tyrannidae),Couch's Kingbird,Tyran de Couch,Tyrannus couchii,COKI,2
Tyrant Flycatchers (Tyrannidae),Cassin's Kingbird,Tyran de Cassin,Tyrannus vociferans,CAKI,1
Tyrant Flycatchers (Tyrannidae),Western Kingbird,Tyran de l'Ouest,Tyrannus verticalis,WEKI,1
Tyrant Flycatchers (Tyrannidae),Eastern Kingbird,Tyran tritri,Tyrannus tyrannus,EAKI,1
Tyrant Flycatchers (Tyrannidae),Gray Kingbird,Tyran gris,Tyrannus dominicensis,GRAK,2
Tyrant Flycatchers (Tyrannidae),Scissor-tailed Flycatcher,Tyran à longue queue,Tyrannus forficatus,STFL,1
Tyrant Flycatchers (Tyrannidae),Olive-sided Flycatcher,Moucherolle à côtés olive,Contopus cooperi,OSFL,1
Tyrant Flycatchers (Tyrannidae),Greater Pewee,Moucherolle de Coues,Contopus pertinax,GRPE,2
Tyrant Flycatchers (Tyrannidae),Western Wood-Pewee,Pioui de l'Ouest,Contopus sordidulus,WEWP,1
Tyrant Flycatchers (Tyrannidae),Eastern Wood-Pewee,Pioui de l'Est,Contopus virens,EAWP,1
Tyrant Flycatchers (Tyrannidae),Yellow-bellied Flycatcher,Moucherolle à ventre jaune,Empidonax flaviventris,YBFL,1
Tyrant Flycatchers (Tyrannidae),Acadian Flycatcher,Moucherolle vert,Empidonax virescens,ACFL,1
Tyrant Flycatchers (Tyrannidae),Alder Flycatcher,Moucherolle des aulnes,Empidonax alnorum,ALFL,1
Tyrant Flycatchers (Tyrannidae),Willow Flycatcher,Moucherolle des saules,Empidonax traillii,WIFL,1
Tyrant Flycatchers (Tyrannidae),Least Flycatcher,Moucherolle tchébec,Empidonax minimus,LEFL,1
Tyrant Flycatchers (Tyrannidae),Hammond's Flycatcher,Moucherolle de Hammond,Empidonax hammondii,HAFL,1
Tyrant Flycatchers (Tyrannidae),Gray Flycatcher,Moucherolle gris,Empidonax wrightii,GRFL,1
Tyrant Flycatchers (Tyrannidae),Dusky Flycatcher,Moucherolle sombre,Empidonax oberholseri,DUFL,1
Tyrant Flycatchers (Tyrannidae),Pacific-slope Flycatcher,Moucherolle côtier,Empidonax difficilis,PSFL,1
Tyrant Flycatchers (Tyrannidae),Cordilleran Flycatcher,Moucherolle des ravins,Empidonax occidentalis,COFL,1
Tyrant Flycatchers (Tyrannidae),Black Phoebe,Moucherolle noir,Sayornis nigricans,BLPH,1
Tyrant Flycatchers (Tyrannidae),Eastern Phoebe,Moucherolle phébi,Sayornis phoebe,EAPH,1
Tyrant Flycatchers (Tyrannidae),Say's Phoebe,Moucherolle à ventre roux,Sayornis saya,SAPH,1
Tyrant Flycatchers (Tyrannidae),Vermilion Flycatcher,Moucherolle vermillon,Pyrocephalus rubinus,VEFL,1
Vireos (Vireonidae),Black-capped Vireo,Viréo à tête noire,Vireo atricapilla,BCVI,2
Vireos (Vireonidae),White-eyed Vireo,Viréo aux yeux blancs,Vireo griseus,WEVI,1
Vireos (Vireonidae),Bell's Vireo,Viréo de Bell,Vireo bellii,BEVI,1
Vireos (Vireonidae),Gray Vireo,Viréo gris,Vireo vicinior,GRVI,2
Vireos (Vireonidae),Hutton's Vireo,Viréo de Hutton,Vireo huttoni,HUVI,1
Vireos (Vireonidae),Yellow-throated Vireo,Viréo à gorge jaune,Vireo flavifrons,YTVI,1
Vireos (Vireonidae),Cassin's Vireo,Viréo de Cassin,Vireo cassinii,CAVI,1
Vireos (Vireonidae),Blue-headed Vireo,Viréo à tête bleue,Vireo solitarius,BHVI,1
Vireos (Vireonidae),Plumbeous Vireo,Viréo plombé,Vireo plumbeus,PLVI,1
Vireos (Vireonidae),Philadelphia Vireo,Viréo de Philadelphie,Vireo philadelphicus,PHVI,1
Vireos (Vireonidae),Warbling Vireo,Viréo mélodieux,Vireo gilvus,WAVI,1
Vireos (Vireonidae),Red-eyed Vireo,Viréo aux yeux rouges,Vireo olivaceus,REVI,1
Vireos (Vireonidae),Black-whiskered Vireo,Viréo à moustaches,Vireo altiloquus,BWVI,2
Shrikes (Laniidae),Loggerhead Shrike,Pie-grièche migratrice,Lanius ludovicianus,LOSH,1
Jays and Crows (Corvidae),Pinyon Jay,Geai des pinèdes,Gymnorhinus cyanocephalus,PIJA,1
Jays and Crows (Corvidae),Steller's Jay,Geai de Steller,Cyanocitta stelleri,STJA,1
Jays and Crows (Corvidae),Blue Jay,Geai bleu,Cyanocitta cristata,BLJA,1
Jays and Crows (Corvidae),Florida Scrub-Jay,Geai à gorge blanche,Aphelocoma coerulescens,FLSJ,2
Jays and Crows (Corvidae),California Scrub-Jay,Geai buissonnier,Aphelocoma californica,CASJ,1
Jays and Crows (Corvidae),Woodhouse's Scrub-Jay,Geai de Woodhouse,Aphelocoma woodhouseii,WOSJ,1
Jays and Crows (Corvidae),Mexican Jay,Geai du Mexique,Aphelocoma wollweberi,MEJA,2
Jays and Crows (Corvidae),Clark's Nutcracker,Cassenoix d'Amérique,Nucifraga columbiana,CLNU,1
Jays and Crows (Corvidae),Black-billed Magpie,Pie d'Amérique,Pica hudsonia,BBMA,1
Jays and Crows (Corvidae),Yellow-billed Magpie,Pie à bec jaune,Pica nuttalli,YBMA,2
Jays and Crows (Corvidae),American Crow,Corneille d'Amérique,Corvus brachyrhynchos,AMCR,1
Jays and Crows (Corvidae),Fish Crow,Corneille de rivage,Corvus ossifragus,FICR,1
Jays and Crows (Corvidae),Chihuahuan Raven,Corbeau à cou blanc,Corvus cryptoleucus,CHRA,1
Jays and Crows (Corvidae),Common Raven,Grand Corbeau,Corvus corax,CORA,1
Verdin (Remizidae),Verdin,Auripare verdin,Auriparus flaviceps,VERD,1
Chickadees and Titmice (Paridae),Carolina Chickadee,Mésange de Caroline,Poecile carolinensis,CACH,1
Chickadees and Titmice (Paridae),Black-capped Chickadee,Mésange à tête noire,Poecile atricapillus,BCCH,1
Chickadees and Titmice (Paridae),Mountain Chickadee,Mésange de Gambel,Poecile gambeli,MOCH,1
Chickadees and Titmice (Paridae),Chestnut-backed Chickadee,Mésange à dos marron,Poecile rufescens,CBCH,1
Chickadees and Titmice (Paridae),Boreal Chickadee,Mésange à tête brune,Poecile hudsonicus,BOCH,1
Chickadees and Titmice (Paridae),Bridled Titmouse,Mésange arlequin,Baeolophus wollweberi,BRTI,2
Chickadees and Titmice (Paridae),Oak Titmouse,Mésange unicolore,Baeolophus inornatus,OATI,1
Chickadees and Titmice (Paridae),Juniper Titmouse,Mésange des genévriers,Baeolophus ridgwayi,JUTI,1
Chickadees and Titmice (Paridae),Tufted Titmouse,Mésange bicolore,Baeolophus bicolor,TUTI,1
Chickadees and Titmice (Paridae),Black-crested Titmouse,Mésange à plumet noir,Baeolophus atricristatus,BCTI,2
Larks (Alaudidae),Horned Lark,Alouette hausse-col,Eremophila alpestris,HOLA,1
Swallows (Hirundinidae),Bank Swallow,Hirondelle de rivage,Riparia riparia,BANS,1
Swallows (Hirundinidae),Tree Swallow,Hirondelle bicolore,Tachycineta bicolor,TRES,1
Swallows (Hirundinidae),Violet-green Swallow,Hirondelle à face blanche,Tachycineta thalassina,VGSW,1
Swallows (Hirundinidae),Northern Rough-winged Swallow,Hirondelle à ailes hérissées,Stelgidopteryx serripennis,NRWS,1
Swallows (Hirundinidae),Purple Martin,Hirondelle noire,Progne subis,PUMA,1
Swallows (Hirundinidae),Barn Swallow,Hirondelle rustique,Hirundo rustica,BARS,1
Swallows (Hirundinidae),Cliff Swallow,Hirondelle à front blanc,Petrochelidon pyrrhonota,CLSW,1
Swallows (Hirundinidae),Cave Swallow,Hirondelle à front brun,Petrochelidon fulva,CASW,1
Bushtits (Aegithalidae),Bushtit,Mésange buissonnière,Psaltriparus minimus,BUSH,1
Sylviid Warblers (Sylviidae),Wrentit,Cama brune,Chamaea fasciata,WREN,1
Kinglets (Regulidae),Ruby-crowned Kinglet,Roitelet à couronne rubis,Corthylio calendula,RCKI,1
Kinglets (Regulidae),Golden-crowned Kinglet,Roitelet à couronne dorée,Regulus satrapa,GCKI,1
Waxwings (Bombycillidae),Bohemian Waxwing,Jaseur boréal,Bombycilla garrulus,BOWA,2
Waxwings (Bombycillidae),Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,CEDW,1
Nuthatches (Sittidae),Red-breasted Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,RBNU,1
Nuthatches (Sittidae),White-breasted Nuthatch,Sittelle à poitrine blanche,Sitta carolinensis,WBNU,1
Nuthatches (Sittidae),Pygmy Nuthatch,Sittelle pygmée,Sitta pygmaea,PYNU,1
Nuthatches (Sittidae),Brown-headed Nuthatch,Sittelle à tête brune,Sitta pusilla,BHNU,1
Creepers (Certhiidae),Brown Creeper,Grimpereau brun,Certhia americana,BRCR,1
Gnatcatchers and Gnatwrens (Polioptilidae),Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Polioptila caerulea,BGGN,1
Gnatcatchers and Gnatwrens (Polioptilidae),Black-tailed Gnatcatcher,Gobemoucheron à queue noire,Polioptila melanura,BTGN,1
Gnatcatchers and Gnatwrens (Polioptilidae),California Gnatcatcher,Gobemoucheron de Californie,Polioptila californica,CAGN,2
Wrens (Troglodytidae),Rock Wren,Troglodyte des rochers,Salpinctes obsoletus,ROWR,1
Wrens (Troglodytidae),Canyon Wren,Troglodyte des canyons,Catherpes mexicanus,CANW,1
Wrens (Troglodytidae),Cactus Wren,Troglodyte des cactus,Campylorhynchus brunneicapillus,CACW,1
Wrens (Troglodytidae),Bewick's Wren,Troglodyte de Bewick,Thryomanes bewickii,BEWR,1
Wrens (Troglodytidae),Carolina Wren,Troglodyte de Caroline,Thryothorus ludovicianus,CARW,1
Wrens (Troglodytidae),House Wren,Troglodyte familier,Troglodytes aedon,HOWR,1
Wrens (Troglodytidae),Pacific Wren,Troglodyte de Baird,Troglodytes pacificus,PAWR,1
Wrens (Troglodytidae),Winter Wren,Troglodyte des forêts,Troglodytes hiemalis,WIWR,1
Wrens (Troglodytidae),Sedge Wren,Troglodyte à bec court,Cistothorus stellaris,SEWR,1
Wrens (Troglodytidae),Marsh Wren,Troglodyte des marais,Cistothorus palustris,MAWR,1
Mockingbirds and Thrashers (Mimidae),Gray Catbird,Moqueur chat,Dumetella carolinensis,GRCA,1
Mockingbirds and Thrashers (Mimidae),Curve-billed Thrasher,Moqueur à bec courbe,Toxostoma curvirostre,CBTH,1
Mockingbirds and Thrashers (Mimidae),Brown Thrasher,Moqueur roux,Toxostoma rufum,BRTH,1
Mockingbirds and Thrashers (Mimidae),Long-billed Thrasher,Moqueur à long bec,Toxostoma longirostre,LBTH,2
Mockingbirds and Thrashers (Mimidae),Bendire's Thrasher,Moqueur de Bendire,Toxostoma bendirei,BETH,2
Mockingbirds and Thrashers (Mimidae),California Thrasher,Moqueur de Californie,Toxostoma redivivum,CATH,2
Mockingbirds and Thrashers (Mimidae),Crissal Thrasher,Moqueur cul-roux,Toxostoma crissale,CRTH,2
Mockingbirds and Thrashers (Mimidae),Sage Thrasher,Moqueur des armoises,Oreoscoptes montanus,SATH,1
Mockingbirds and Thrashers (Mimidae),Northern Mockingbird,Moqueur polyglotte,Mimus polyglottos,NOMO,1
Dippers (Cinclidae),American Dipper,Cincle d'Amérique,Cinclus mexicanus,AMDI,1
Thrushes (Turdidae),Eastern Bluebird,Merlebleu de l'Est,Sialia sialis,EABL,1
Thrushes (Turdidae),Western Bluebird,Merlebleu de l'Ouest,Sialia mexicana,WEBL,1
Thrushes (Turdidae),Mountain Bluebird,Merlebleu azuré,Sialia currucoides,MOBL,1
Thrushes (Turdidae),Townsend's Solitaire,Solitaire de Townsend,Myadestes townsendi,TOSO,1
Thrushes (Turdidae),Veery,Grive fauve,Catharus fuscescens,VEER,1
Thrushes (Turdidae),Gray-cheeked Thrush,Grive à joues grises,Catharus minimus,GCTH,1
Thrushes (Turdidae),Bicknell's Thrush,Grive de Bicknell,Catharus bicknelli,BITH,2
Thrushes (Turdidae),Swainson's Thrush,Grive à dos olive,Catharus ustulatus,SWTH,1
Thrushes (Turdidae),Hermit Thrush,Grive solitaire,Catharus guttatus,HETH,1
Thrushes (Turdidae),Wood Thrush,Grive des bois,Hylocichla mustelina,WOTH,1
Thrushes (Turdidae),American Robin,Merle d'Amérique,Turdus migratorius,AMRO,1
Thrushes (Turdidae),Varied Thrush,Grive à collier,Ixoreus naevius,VATH,1
Old World Flycatchers (Muscicapidae),Northern Wheatear,Traquet motteux,Oenanthe oenanthe,NOWH,2
Old World Sparrows (Passeridae),House Sparrow,Moineau domestique,Passer domesticus,HOSP,1
Wagtails and Pipits (Motacillidae),Red-throated Pipit,Pipit à gorge rousse,Anthus cervinus,RTPI,3
Wagtails and Pipits (Motacillidae),American Pipit,Pipit d'Amérique,Anthus rubescens,AMPI,1
Wagtails and Pipits (Motacillidae),Sprague's Pipit,Pipit de Sprague,Anthus spragueii,SPPI,2
Fringilline and Cardueline Finches and Allies (Fringillidae),Evening Grosbeak,Gros-bec errant,Coccothraustes vespertinus,EVGR,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Pine Grosbeak,Durbec des sapins,Pinicola enucleator,PIGR,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Gray-crowned Rosy-Finch,Roselin à tête grise,Leucosticte tephrocotis,GCRF,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Black Rosy-Finch,Roselin noir,Leucosticte atrata,BLRF,2
Fringilline and Cardueline Finches and Allies (Fringillidae),House Finch,Roselin familier,Haemorhous mexicanus,HOFI,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Purple Finch,Roselin pourpré,Haemorhous purpureus,PUFI,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Cassin's Finch,Roselin de Cassin,Haemorhous cassinii,CAFI,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Common Redpoll,Sizerin flammé,Acanthis flammea,CORE,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Red Crossbill,Bec-croisé des sapins,Loxia curvirostra,RECR,1
Fringilline and Cardueline Finches and Allies (Fringillidae),White-winged Crossbill,Bec-croisé bifascié,Loxia leucoptera,WWCR,2
Fringilline and Cardueline Finches and Allies (Fringillidae),Pine Siskin,Tarin des pins,Spinus pinus,PISI,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Lesser Goldfinch,Chardonneret mineur,Spinus psaltria,LEGO,1
Fringilline and Cardueline Finches and Allies (Fringillidae),Lawrence's Goldfinch,Chardonneret gris,Spinus lawrencei,LAGO,2
Fringilline and Cardueline Finches and Allies (Fringillidae),American Goldfinch,Chardonneret jaune,Spinus tristis,AMGO,1
Longspurs and Snow Buntings (Calcariidae),Lapland Longspur,Plectrophane lapon,Calcarius lapponicus,LALO,1
Longspurs and Snow Buntings (Calcariidae),Chestnut-collared Longspur,Plectrophane à ventre noir,Calcarius ornatus,CCLO,1
Longspurs and Snow Buntings (Calcariidae),Smith's Longspur,Plectrophane de Smith,Calcarius pictus,SMLO,2
Longspurs and Snow Buntings (Calcariidae),Snow Bunting,Plectrophane des neiges,Plectrophenax nivalis,SNBU,1
Towhees and Sparrows (Passerellidae),Rufous-winged Sparrow,Bruant à épaulettes,Peucaea carpalis,RWSP,2
Towhees and Sparrows (Passerellidae),Cassin's Sparrow,Bruant de Cassin,Peucaea cassinii,CASP,1
Towhees and Sparrows (Passerellidae),Bachman's Sparrow,Bruant des pinèdes,Peucaea aestivalis,BACS,1
Towhees and Sparrows (Passerellidae),Grasshopper Sparrow,Bruant sauterelle,Ammodramus savannarum,GRSP,1
Towhees and Sparrows (Passerellidae),Five-striped Sparrow,Bruant pentaligne,Amphispizopsis quinquestriata,FSSP,3
Towhees and Sparrows (Passerellidae),Black-throated Sparrow,Bruant à gorge noire,Amphispiza bilineata,BTSP,1
Towhees and Sparrows (Passerellidae),Lark Sparrow,Bruant à joues marron,Chondestes grammacus,LASP,1
Towhees and Sparrows (Passerellidae),Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,LARB,1
Towhees and Sparrows (Passerellidae),Chipping Sparrow,Bruant familier,Spizella passerina,CHSP,1
Towhees and Sparrows (Passerellidae),Clay-colored Sparrow,Bruant des plaines,Spizella pallida,CCSP,1
Towhees and Sparrows (Passerellidae),Black-chinned Sparrow,Bruant à menton noir,Spizella atrogularis,BCSP,1
Towhees and Sparrows (Passerellidae),Field Sparrow,Bruant des champs,Spizella pusilla,FISP,1
Towhees and Sparrows (Passerellidae),Brewer's Sparrow,Bruant de Brewer,Spizella breweri,BRSP,1
Towhees and Sparrows (Passerellidae),Fox Sparrow,Bruant fauve,Passerella iliaca,FOSP,1
Towhees and Sparrows (Passerellidae),American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,ATSP,1
Towhees and Sparrows (Passerellidae),Dark-eyed Junco,Junco ardoisé,Junco hyemalis,DEJU,1
Towhees and Sparrows (Passerellidae),White-crowned Sparrow,Bruant à couronne blanche,Zonotrichia leucophrys,WCSP,1
Towhees and Sparrows (Passerellidae),Golden-crowned Sparrow,Bruant à couronne dorée,Zonotrichia atricapilla,GCSP,1
Towhees and Sparrows (Passerellidae),Harris's Sparrow,Bruant à face noire,Zonotrichia querula,HASP,1
Towhees and Sparrows (Passerellidae),White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,WTSP,1
Towhees and Sparrows (Passerellidae),Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,SABS,1
Towhees and Sparrows (Passerellidae),Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,BESP,1
Towhees and Sparrows (Passerellidae),Vesper Sparrow,Bruant vespéral,Pooecetes gramineus,VESP,1
Towhees and Sparrows (Passerellidae),Seaside Sparrow,Bruant maritime,Ammospiza maritima,SESP,1
Towhees and Sparrows (Passerellidae),Nelson's Sparrow,Bruant de Nelson,Ammospiza nelsoni,NESP,1
Towhees and Sparrows (Passerellidae),Saltmarsh Sparrow,Bruant à queue aiguë,Ammospiza caudacuta,SALS,1
